经度,120.3731,
2022-02-10,02:00:00,2.7533813476562727
2022-02-10,03:00:00,2.2977539062500227
2022-02-10,04:00:00,2.0641113281250227
2022-02-10,05:00:00,2.1201416015625227
2022-02-10,06:00:00,1.8232360839843977
2022-02-10,07:00:00,1.8571105957031477
2022-02-10,08:00:00,2.3854309082031477
2022-02-10,09:00:00,3.5197998046875227
2022-02-10,10:00:00,5.522729492187523
2022-02-10,11:00:00,6.028314208984398
2022-02-10,12:00:00,6.607690429687523
2022-02-10,13:00:00,6.609368896484398
2022-02-10,14:00:00,6.533319091796898
2022-02-10,15:00:00,6.147607421875023
2022-02-10,16:00:00,5.760797119140648
2022-02-10,17:00:00,4.905572509765648
2022-02-10,18:00:00,4.978295898437523
2022-02-10,19:00:00,4.927239990234398
2022-02-10,20:00:00,5.032128906250023
2022-02-10,21:00:00,4.767938232421898
2022-02-10,22:00:00,4.699700927734398
2022-02-10,23:00:00,4.660272216796898
2022-02-11,00:00:00,4.191339111328148
2022-02-11,01:00:00,4.074792480468773
2022-02-11,02:00:00,3.8528076171875227
2022-02-11,03:00:00,3.2833801269531477
2022-02-11,04:00:00,3.0641723632812727
2022-02-11,05:00:00,2.7988830566406477
2022-02-11,06:00:00,2.6640258789062727
2022-02-11,07:00:00,3.1518493652343977
2022-02-11,08:00:00,3.6335693359375227
2022-02-11,09:00:00,5.537133789062523
2022-02-11,10:00:00,5.998895263671898
2022-02-11,11:00:00,6.334649658203148
2022-02-11,12:00:00,6.747003173828148
2022-02-11,13:00:00,6.763635253906273
2022-02-11,14:00:00,6.561090087890648
2022-02-11,15:00:00,6.098779296875023
2022-02-11,16:00:00,5.780236816406273
2022-02-11,17:00:00,4.931115722656273
2022-02-11,18:00:00,4.805688476562523
2022-02-11,19:00:00,4.801232910156273
2022-02-11,20:00:00,4.985498046875023
2022-02-11,21:00:00,4.866174316406273
2022-02-11,22:00:00,4.678582763671898
2022-02-11,23:00:00,5.059320068359398
2022-02-12,00:00:00,4.157464599609398
2022-02-12,01:00:00,3.9887634277343977
2022-02-12,02:00:00,3.8572326660156477
2022-02-12,03:00:00,3.4354492187500227
2022-02-12,04:00:00,3.4187866210937727
2022-02-12,05:00:00,3.3055969238281477
2022-02-12,06:00:00,2.6274047851562727
2022-02-12,07:00:00,1.9636474609375227
2022-02-12,08:00:00,2.0990539550781477
2022-02-12,09:00:00,3.5586486816406477
2022-02-12,10:00:00,4.226831054687523
2022-02-12,11:00:00,4.832879638671898
2022-02-12,12:00:00,5.603753662109398
2022-02-12,13:00:00,5.790216064453148
2022-02-12,14:00:00,5.760797119140648
2022-02-12,15:00:00,5.269097900390648
2022-02-12,16:00:00,5.118127441406273
2022-02-12,17:00:00,4.607019042968773
2022-02-12,18:00:00,4.605340576171898
2022-02-12,19:00:00,4.645288085937523
2022-02-12,20:00:00,4.721337890625023
2022-02-12,21:00:00,4.368920898437523
2022-02-12,22:00:00,4.424981689453148
2022-02-12,23:00:00,4.762384033203148
2022-02-13,00:00:00,4.407220458984398
2022-02-13,01:00:00,4.045922851562523
2022-02-13,02:00:00,3.1696105957031477
2022-02-13,03:00:00,2.9842468261718977
2022-02-13,04:00:00,2.9753662109375227
2022-02-13,05:00:00,3.3266845703125227
2022-02-13,06:00:00,3.3355651855468977
2022-02-13,07:00:00,3.2190185546875227
2022-02-13,08:00:00,3.2734008789062727
2022-02-13,09:00:00,4.186334228515648
2022-02-13,10:00:00,4.272912597656273
2022-02-13,11:00:00,4.258477783203148
2022-02-13,12:00:00,4.585900878906273
2022-02-13,13:00:00,4.663598632812523
2022-02-13,14:00:00,4.649194335937523
2022-02-13,15:00:00,4.494897460937523
2022-02-13,16:00:00,4.365045166015648
2022-02-13,17:00:00,4.098657226562523
2022-02-13,18:00:00,4.280114746093773
2022-02-13,19:00:00,4.509332275390648
2022-02-13,20:00:00,4.522637939453148
2022-02-13,21:00:00,4.498223876953148
2022-02-13,22:00:00,4.516534423828148
2022-02-13,23:00:00,4.627526855468773
2022-02-14,00:00:00,4.519311523437523
2022-02-14,01:00:00,4.381127929687523
2022-02-14,02:00:00,4.245721435546898
2022-02-14,03:00:00,4.294549560546898
2022-02-14,04:00:00,4.231286621093773
2022-02-14,05:00:00,3.0053344726562727
2022-02-14,06:00:00,2.2078491210937727
2022-02-14,07:00:00,1.9014831542968977
2022-02-14,08:00:00,1.6595092773437727
2022-02-14,09:00:00,1.8654113769531477
2022-02-14,10:00:00,1.9547668457031477
2022-02-14,11:00:00,2.0979553222656477
2022-02-14,12:00:00,2.1690002441406477
2022-02-14,13:00:00,2.0613342285156477
2022-02-14,14:00:00,1.8959594726562727
2022-02-14,15:00:00,1.1888977050781477
2022-02-14,16:00:00,0.7715698242187727
2022-02-14,17:00:00,-0.17246093749997726
2022-02-14,18:00:00,-0.7085632324218523
2022-02-14,19:00:00,-1.2995971679687273
2022-02-14,20:00:00,-1.6792053222656023
2022-02-14,21:00:00,-2.1592773437499773
2022-02-14,22:00:00,-2.4983581542968523
2022-02-14,23:00:00,-2.6032470703124773
2022-02-15,00:00:00,-2.7614196777343523
2022-02-15,01:00:00,-2.9406799316406023
2022-02-15,02:00:00,-2.9534362792968523
2022-02-15,03:00:00,-3.1510070800781023
2022-02-15,04:00:00,-3.1088317871093523
2022-02-15,05:00:00,-3.4712280273437273
2022-02-15,06:00:00,-3.5877746582031023
2022-02-15,07:00:00,-3.4634765624999773
2022-02-15,08:00:00,-3.2492431640624773
2022-02-15,09:00:00,-2.5383056640624773
2022-02-15,10:00:00,-2.2280944824218523
2022-02-15,11:00:00,-1.8168395996093523
2022-02-15,12:00:00,-1.0371154785156023
2022-02-15,13:00:00,-0.43884887695310226
2022-02-15,14:00:00,0.16219482421877274
2022-02-15,15:00:00,0.5961853027343977
2022-02-15,16:00:00,0.9663635253906477
2022-02-15,17:00:00,-0.11362304687497726
2022-02-15,18:00:00,-0.45770874023435226
2022-02-15,19:00:00,-0.46604003906247726
2022-02-15,20:00:00,-0.8117736816406023
2022-02-15,21:00:00,-1.1514343261718523
2022-02-15,22:00:00,-1.4483398437499773
2022-02-15,23:00:00,-1.6886352539062273
2022-02-16,00:00:00,-1.9966491699218523
2022-02-16,01:00:00,-2.1570495605468523
2022-02-16,02:00:00,-2.3379577636718523
2022-02-16,03:00:00,-2.6665100097656023
2022-02-16,04:00:00,-2.9534362792968523
2022-02-16,05:00:00,-3.3419250488281023
2022-02-16,06:00:00,-3.5861267089843523
2022-02-16,07:00:00,-3.5999816894531023
2022-02-16,08:00:00,-3.4173950195312273
2022-02-16,09:00:00,-2.4900268554687273
2022-02-16,10:00:00,-1.8995422363281023
2022-02-16,11:00:00,-1.2135986328124773
2022-02-16,12:00:00,-0.11084594726560226
2022-02-16,13:00:00,0.5712219238281477
2022-02-16,14:00:00,1.0551391601562727
2022-02-16,15:00:00,0.6428161621093977
2022-02-16,16:00:00,-0.030920410156227263
2022-02-16,17:00:00,-1.5216125488281023
2022-02-16,18:00:00,-2.2791503906249773
2022-02-16,19:00:00,-2.8213562011718523
2022-02-16,20:00:00,-3.2137207031249773
2022-02-16,21:00:00,-3.6127685546874773
2022-02-16,22:00:00,-3.6998962402343523
2022-02-16,23:00:00,-3.7553771972656023
2022-02-17,00:00:00,-3.9651550292968523
2022-02-17,01:00:00,-3.8952392578124773
2022-02-17,02:00:00,-3.7698120117187273
2022-02-17,03:00:00,-3.5661376953124773
2022-02-17,04:00:00,-3.5261901855468523
2022-02-17,05:00:00,-3.5217346191406023
2022-02-17,06:00:00,-3.4790100097656023
2022-02-17,07:00:00,-3.4296020507812273
2022-02-17,08:00:00,-3.2520202636718523
2022-02-17,09:00:00,-2.4672912597656023
2022-02-17,10:00:00,-2.2724975585937273
2022-02-17,11:00:00,-1.9705871582031023
2022-02-17,12:00:00,-1.4450134277343523
2022-02-17,13:00:00,-1.1819519042968523
2022-02-17,14:00:00,-0.9188903808593523
2022-02-17,15:00:00,-0.9538635253906023
2022-02-17,16:00:00,-0.9089111328124773
2022-02-17,17:00:00,-1.3145812988281023
2022-02-17,18:00:00,-1.2180236816406023
2022-02-17,19:00:00,-1.1575378417968523
2022-02-17,20:00:00,-1.1009277343749773
2022-02-17,21:00:00,-0.6242126464843523
2022-02-17,22:00:00,-0.6258605957031023
2022-02-17,23:00:00,-0.5737060546874773
2022-02-18,00:00:00,-0.5798095703124773
2022-02-18,01:00:00,-0.44937744140622726
2022-02-18,02:00:00,-0.5909179687499773
2022-02-18,03:00:00,-1.3362487792968523
2022-02-18,04:00:00,-1.2352355957031023
2022-02-18,05:00:00,-0.8611816406249773
2022-02-18,06:00:00,-1.0232299804687273
2022-02-18,07:00:00,-0.28677978515622726
2022-02-18,08:00:00,0.09670410156252274
2022-02-18,09:00:00,1.1567016601562727
2022-02-18,10:00:00,1.3054443359375227
2022-02-18,11:00:00,1.4242187500000227
2022-02-18,12:00:00,1.7061401367187727
2022-02-18,13:00:00,1.6306701660156477
2022-02-18,14:00:00,1.7566467285156477
2022-02-18,15:00:00,1.5918212890625227
2022-02-18,16:00:00,1.5918212890625227
2022-02-18,17:00:00,1.6950317382812727
2022-02-18,18:00:00,1.8254638671875227
2022-02-18,19:00:00,1.9669738769531477
2022-02-18,20:00:00,1.4503112792968977
2022-02-18,21:00:00,1.3670593261718977
2022-02-18,22:00:00,1.2410827636718977
2022-02-18,23:00:00,0.9419494628906477
2022-02-19,00:00:00,0.5667663574218977
2022-02-19,01:00:00,0.36754760742189774
2022-02-19,02:00:00,0.19994506835939774
2022-02-19,03:00:00,0.024011230468772737
2022-02-19,04:00:00,-0.06033935546872726
2022-02-19,05:00:00,-0.04648437499997726
2022-02-19,06:00:00,-0.17966308593747726
2022-02-19,07:00:00,-0.27289428710935226
2022-02-19,08:00:00,-0.29675903320310226
2022-02-19,09:00:00,0.15108642578127274
2022-02-19,10:00:00,0.25988159179689774
2022-02-19,11:00:00,0.29927978515627274
2022-02-19,12:00:00,0.37697753906252274
2022-02-19,13:00:00,0.26708374023439774
2022-02-19,14:00:00,0.13167724609377274
2022-02-19,15:00:00,-0.29675903320310226
2022-02-19,16:00:00,-0.7091125488281023
2022-02-19,17:00:00,-1.7585815429687273
2022-02-19,18:00:00,-2.2192138671874773
2022-02-19,19:00:00,-2.2791503906249773
2022-02-19,20:00:00,-2.1592773437499773
2022-02-19,21:00:00,-2.4262145996093523
2022-02-19,22:00:00,-2.4306396484374773
2022-02-19,23:00:00,-2.3584960937499773
2022-02-20,00:00:00,-2.3807128906249773
2022-02-20,01:00:00,-2.3440917968749773
2022-02-20,02:00:00,-2.3190979003906023
2022-02-20,03:00:00,-2.3118957519531023
2022-02-20,04:00:00,-2.2647155761718523
2022-02-20,05:00:00,-2.3851379394531023
2022-02-20,06:00:00,-2.3584960937499773
2022-02-20,07:00:00,-2.3063415527343523
2022-02-20,08:00:00,-1.9095214843749773
2022-02-20,09:00:00,-0.34781494140622726
2022-02-20,10:00:00,0.28261718750002274
2022-02-20,11:00:00,0.9502502441406477
2022-02-20,12:00:00,2.0163818359375227
2022-02-20,13:00:00,2.5757995605468977
2022-02-20,14:00:00,3.0036865234375227
2022-02-20,15:00:00,3.2833801269531477
2022-02-20,16:00:00,3.4126831054687727
2022-02-20,17:00:00,3.0219970703125227
2022-02-20,18:00:00,2.5724731445312727
2022-02-20,19:00:00,2.7211853027343977
2022-02-20,20:00:00,2.6917663574218977
2022-02-20,21:00:00,2.3510375976562727
2022-02-20,22:00:00,1.8348937988281477
2022-02-20,23:00:00,1.2982421875000227
2022-02-21,00:00:00,0.8131958007812727
2022-02-21,01:00:00,0.7077270507812727
2022-02-21,02:00:00,0.5118347167968977
2022-02-21,03:00:00,0.47741088867189774
2022-02-21,04:00:00,0.45522460937502274
2022-02-21,05:00:00,0.5801025390625227
2022-02-21,06:00:00,0.6184020996093977
2022-02-21,07:00:00,0.5168395996093977
2022-02-21,08:00:00,0.6599975585937727
2022-02-21,09:00:00,2.1301513671875227
2022-02-21,10:00:00,2.8377319335937727
2022-02-21,11:00:00,3.4027038574218977
2022-02-21,12:00:00,4.220727539062523
2022-02-21,13:00:00,4.585351562500023
2022-02-21,14:00:00,4.856744384765648
2022-02-21,15:00:00,4.700250244140648
2022-02-21,16:00:00,4.513208007812523
2022-02-21,17:00:00,3.5397888183593977
2022-02-21,18:00:00,2.7861267089843977
2022-02-21,19:00:00,1.7100158691406477
2022-02-21,20:00:00,0.9635864257812727
2022-02-21,21:00:00,0.24877319335939774
2022-02-21,22:00:00,-0.12473144531247726
2022-02-21,23:00:00,-0.39887084960935226
2022-02-22,00:00:00,-0.6758178710937273
2022-02-22,01:00:00,-0.15524902343747726
2022-02-22,02:00:00,-0.33673706054685226
2022-02-22,03:00:00,-0.9765991210937273
2022-02-22,04:00:00,-1.0831665039062273
2022-02-22,05:00:00,-0.41220703124997726
2022-02-22,06:00:00,-0.6541809082031023
2022-02-22,07:00:00,-0.5920166015624773
2022-02-22,08:00:00,-0.24570312499997726
2022-02-22,09:00:00,1.0379577636718977
2022-02-22,10:00:00,1.7100158691406477
2022-02-22,11:00:00,2.3038574218750227
2022-02-22,12:00:00,2.8355346679687727
2022-02-22,13:00:00,3.1024719238281477
2022-02-22,14:00:00,3.1141296386718977
2022-02-22,15:00:00,2.5585876464843977
2022-02-22,16:00:00,1.9619995117187727
2022-02-22,17:00:00,0.39806518554689774
2022-02-22,18:00:00,-0.5259765624999773
2022-02-22,19:00:00,-1.2818664550781023
2022-02-22,20:00:00,-1.6808837890624773
2022-02-22,21:00:00,-2.2308715820312273
2022-02-22,22:00:00,-2.4606079101562273
2022-02-22,23:00:00,-2.6110290527343523
2022-02-23,00:00:00,-2.9617675781249773
2022-02-23,01:00:00,-3.0133728027343523
2022-02-23,02:00:00,-3.0339111328124773
2022-02-23,03:00:00,-3.3152832031249773
2022-02-23,04:00:00,-3.3274902343749773
2022-02-23,05:00:00,-2.6093505859374773
2022-02-23,06:00:00,-2.4944824218749773
2022-02-23,07:00:00,-2.3468383789062273
2022-02-23,08:00:00,-2.0077575683593523
2022-02-23,09:00:00,-0.7695983886718523
2022-02-23,10:00:00,-0.42996826171872726
2022-02-23,11:00:00,-0.09253540039060226
2022-02-23,12:00:00,0.5168395996093977
2022-02-23,13:00:00,0.8115173339843977
2022-02-23,14:00:00,1.0790039062500227
2022-02-23,15:00:00,1.2371765136718977
2022-02-23,16:00:00,1.3282104492187727
2022-02-23,17:00:00,0.5318237304687727
2022-02-23,18:00:00,0.6905456542968977
2022-02-23,19:00:00,0.9502502441406477
2022-02-23,20:00:00,1.0801330566406477
2022-02-23,21:00:00,0.8514648437500227
2022-02-23,22:00:00,1.0146423339843977
2022-02-23,23:00:00,1.1028686523437727
2022-02-24,00:00:00,1.1667114257812727
2022-02-24,01:00:00,1.2566162109375227
2022-02-24,02:00:00,1.2610412597656477
2022-02-24,03:00:00,1.0801330566406477
2022-02-24,04:00:00,1.0906616210937727
2022-02-24,05:00:00,1.3315368652343977
2022-02-24,06:00:00,1.2099853515625227
2022-02-24,07:00:00,1.4874816894531477
2022-02-24,08:00:00,1.9447875976562727
2022-02-24,09:00:00,3.8067260742187727
2022-02-24,10:00:00,4.552056884765648
2022-02-24,11:00:00,5.137017822265648
2022-02-24,12:00:00,6.115441894531273
2022-02-24,13:00:00,6.301904296875023
2022-02-24,14:00:00,6.442864990234398
2022-02-24,15:00:00,6.352960205078148
2022-02-24,16:00:00,6.222528076171898
2022-02-24,17:00:00,5.306817626953148
2022-02-24,18:00:00,5.247460937500023
2022-02-24,19:00:00,5.236352539062523
2022-02-24,20:00:00,5.287408447265648
2022-02-24,21:00:00,5.083734130859398
2022-02-24,22:00:00,5.110925292968773
2022-02-24,23:00:00,5.046533203125023
2022-02-25,00:00:00,4.710229492187523
2022-02-25,01:00:00,4.510980224609398
2022-02-25,02:00:00,4.356164550781273
2022-02-25,03:00:00,3.9615722656250227
2022-02-25,04:00:00,3.8095031738281477
2022-02-25,05:00:00,3.8894287109375227
2022-02-25,06:00:00,3.7850891113281477
2022-02-25,07:00:00,4.096978759765648
2022-02-25,08:00:00,4.582574462890648
2022-02-25,09:00:00,6.505029296875023
2022-02-25,10:00:00,6.879083251953148
2022-02-25,11:00:00,7.154351806640648
2022-02-25,12:00:00,7.634973144531273
2022-02-25,13:00:00,7.654931640625023
2022-02-25,14:00:00,7.694909667968773
2022-02-25,15:00:00,7.641076660156273
2022-02-25,16:00:00,7.687677001953148
2022-02-25,17:00:00,6.733666992187523
2022-02-25,18:00:00,6.758660888671898
2022-02-25,19:00:00,6.774194335937523
2022-02-25,20:00:00,6.899072265625023
2022-02-25,21:00:00,6.784722900390648
2022-02-25,22:00:00,6.774194335937523
2022-02-25,23:00:00,6.699822998046898
2022-02-26,00:00:00,6.478936767578148
2022-02-26,01:00:00,6.351861572265648
2022-02-26,02:00:00,6.234765625000023
2022-02-26,03:00:00,5.801873779296898
2022-02-26,04:00:00,5.812982177734398
2022-02-26,05:00:00,6.042718505859398
2022-02-26,06:00:00,6.063256835937523
2022-02-26,07:00:00,6.030511474609398
2022-02-26,08:00:00,6.584375000000023
2022-02-26,09:00:00,8.261529541015648
2022-02-26,10:00:00,8.823724365234398
2022-02-26,11:00:00,9.106744384765648
2022-02-26,12:00:00,8.873651123046898
2022-02-26,13:00:00,8.145532226562523
2022-02-26,14:00:00,7.713769531250023
2022-02-26,15:00:00,7.072198486328148
2022-02-26,16:00:00,6.791406250000023
2022-02-26,17:00:00,6.058282470703148
2022-02-26,18:00:00,5.458886718750023
2022-02-26,19:00:00,4.660852050781273
2022-02-26,20:00:00,4.351708984375023
2022-02-26,21:00:00,3.7073913574218977
2022-02-26,22:00:00,3.3888183593750227
2022-02-26,23:00:00,3.4182373046875227
2022-02-27,00:00:00,3.6296936035156477
2022-02-27,01:00:00,3.8050781250000227
2022-02-27,02:00:00,3.8855224609375227
2022-02-27,03:00:00,3.8250366210937727
2022-02-27,04:00:00,3.8922058105468977
2022-02-27,05:00:00,4.314538574218773
2022-02-27,06:00:00,4.314538574218773
2022-02-27,07:00:00,4.649743652343773
2022-02-27,08:00:00,5.137017822265648
2022-02-27,09:00:00,6.829125976562523
2022-02-27,10:00:00,7.061120605468773
2022-02-27,11:00:00,7.241479492187523
2022-02-27,12:00:00,7.851953125000023
2022-02-27,13:00:00,7.878045654296898
2022-02-27,14:00:00,7.759820556640648
2022-02-27,15:00:00,7.339715576171898
2022-02-27,16:00:00,7.244256591796898
2022-02-27,17:00:00,6.421228027343773
2022-02-27,18:00:00,6.373498535156273
2022-02-27,19:00:00,6.427331542968773
2022-02-27,20:00:00,6.436761474609398
2022-02-27,21:00:00,6.164819335937523
2022-02-27,22:00:00,6.044396972656273
2022-02-27,23:00:00,5.995568847656273
2022-02-28,00:00:00,5.754144287109398
2022-02-28,01:00:00,5.587640380859398
2022-02-28,02:00:00,5.497186279296898
2022-02-28,03:00:00,5.427819824218773
2022-02-28,04:00:00,5.424493408203148
2022-02-28,05:00:00,5.473870849609398
2022-02-28,06:00:00,5.646478271484398
2022-02-28,07:00:00,5.920648193359398
2022-02-28,08:00:00,6.183679199218773
2022-02-28,09:00:00,7.222070312500023
2022-02-28,10:00:00,7.281427001953148
2022-02-28,11:00:00,7.259790039062523
2022-02-28,12:00:00,7.546166992187523
2022-02-28,13:00:00,7.548944091796898
2022-02-28,14:00:00,7.222070312500023
2022-02-28,15:00:00,6.946221923828148
2022-02-28,16:00:00,6.847436523437523
2022-02-28,17:00:00,6.278039550781273
2022-02-28,18:00:00,6.340753173828148
2022-02-28,19:00:00,6.422875976562523
2022-02-28,20:00:00,6.465631103515648
2022-02-28,21:00:00,6.550531005859398
2022-02-28,22:00:00,6.753106689453148
2022-02-28,23:00:00,7.031701660156273
2022-03-01,00:00:00,6.931237792968773
2022-03-01,01:00:00,7.419641113281273
2022-03-01,02:00:00,7.727075195312523
2022-03-01,03:00:00,6.302453613281273
2022-03-01,04:00:00,4.979943847656273
2022-03-01,05:00:00,4.129174804687523
2022-03-01,06:00:00,3.5464416503906477
2022-03-01,07:00:00,3.4554382324218977
2022-03-01,08:00:00,3.6690917968750227
2022-03-01,09:00:00,4.742425537109398
2022-03-01,10:00:00,5.518823242187523
2022-03-01,11:00:00,6.250848388671898
2022-03-01,12:00:00,7.095513916015648
2022-03-01,13:00:00,7.396875000000023
2022-03-01,14:00:00,7.443505859375023
2022-03-01,15:00:00,7.149346923828148
2022-03-01,16:00:00,6.728692626953148
2022-03-01,17:00:00,5.282403564453148
2022-03-01,18:00:00,4.885034179687523
2022-03-01,19:00:00,4.826226806640648
2022-03-01,20:00:00,4.360589599609398
2022-03-01,21:00:00,3.8744445800781477
2022-03-01,22:00:00,3.5309082031250227
2022-03-01,23:00:00,3.6935058593750227
