日期,时间,气温℃,地面风速m/s,
2022/2/3,15:00:00,3.451531982,2.80223523,
2022/2/3,16:00:00,3.204034424,2.800670462,
2022/2/3,17:00:00,2.591882324,2.984298904,
2022/2/3,18:00:00,2.817193604,3.140708173,
2022/2/3,19:00:00,2.995904541,3.452375843,
2022/2/3,20:00:00,2.886590576,3.613680253,
2022/2/3,21:00:00,2.388208008,3.952420436,
2022/2/3,22:00:00,2.125695801,3.663318187,
2022/2/3,23:00:00,1.864312744,3.016097742,
2022/2/4,0:00:00,1.309899902,2.916456442,
2022/2/4,1:00:00,0.93972168,3.671026477,
2022/2/4,2:00:00,0.550134277,4.769849245,
2022/2/4,3:00:00,-0.025396729,5.590904061,
2022/2/4,4:00:00,-0.069219971,5.993026555,
2022/2/4,5:00:00,-0.261236572,5.175992677,
2022/2/4,6:00:00,-0.341162109,5.209564248,
2022/2/4,7:00:00,-0.518774414,5.353588421,
2022/2/4,8:00:00,-0.575933838,5.682668112,
2022/2/4,9:00:00,0.577874756,5.969199647,
2022/2/4,10:00:00,0.862023926,5.719799338,
2022/2/4,11:00:00,1.257165527,5.560909088,
2022/2/4,12:00:00,2.030236816,6.094243312,
2022/2/4,13:00:00,2.168450928,7.790383999,
2022/2/4,14:00:00,2.050775146,9.143571305,
2022/2/4,15:00:00,1.222192383,9.525037065,
2022/2/4,16:00:00,0.577874756,9.39573143,
2022/2/4,17:00:00,-1.043768311,8.877747948,
2022/2/4,18:00:00,-1.736364746,9.218224358,
2022/2/4,19:00:00,-2.311346436,9.443418676,
2022/2/4,20:00:00,-2.616003418,9.461163379,
2022/2/4,21:00:00,-3.05612793,9.181911715,
2022/2/4,22:00:00,-3.152685547,8.550084505,
2022/2/4,23:00:00,-3.321936035,7.557468235,
2022/2/5,0:00:00,-3.63550415,7.043072234,
2022/2/5,1:00:00,-3.538946533,6.755359315,
2022/2/5,2:00:00,-3.528967285,6.775531022,
2022/2/5,3:00:00,-3.510076904,7.189268279,
2022/2/5,4:00:00,-3.3375,7.473849307,
2022/2/5,5:00:00,-3.141027832,7.746551013,
2022/2/5,6:00:00,-3.002294922,7.951105358,
2022/2/5,7:00:00,-2.914587402,8.552161341,
2022/2/5,8:00:00,-2.621557617,8.821006786,
2022/2/5,9:00:00,-1.198034668,8.847616924,
2022/2/5,10:00:00,-0.588140869,8.887725682,
2022/2/5,11:00:00,0.034539795,8.536503646,
2022/2/5,12:00:00,0.853692627,8.243377474,
2022/2/5,13:00:00,1.25826416,8.250864067,
2022/2/5,14:00:00,1.480828857,8.457087286,
2022/2/5,15:00:00,1.24163208,8.44826328,
2022/2/5,16:00:00,1.005761719,8.249080708,
2022/2/5,17:00:00,-0.060888672,7.255195375,
2022/2/5,18:00:00,-0.358374023,6.704479977,
2022/2/5,19:00:00,-0.428289795,5.935771009,
2022/2/5,20:00:00,-0.414984131,5.716800434,
2022/2/5,21:00:00,-0.824560547,5.579756895,
2022/2/5,22:00:00,-0.92722168,5.501849619,
2022/2/5,23:00:00,-0.954412842,5.818482081,
2022/2/6,0:00:00,-1.051550293,6.153523268,
2022/2/6,1:00:00,-1.072058105,6.057062405,
2022/2/6,2:00:00,-1.036566162,5.856095257,
2022/2/6,3:00:00,-1.194708252,5.516366808,
2022/2/6,4:00:00,-1.239660645,5.310679263,
2022/2/6,5:00:00,-1.091497803,5.274717845,
2022/2/6,6:00:00,-1.106481934,5.348837369,
2022/2/6,7:00:00,-0.958288574,5.605432325,
2022/2/6,8:00:00,-0.730749512,5.398979799,
2022/2/6,9:00:00,0.824853516,5.67863768,
2022/2/6,10:00:00,1.541864014,4.619295693,
2022/2/6,11:00:00,2.333276367,4.223023461,
2022/2/6,12:00:00,3.357751465,4.324482963,
2022/2/6,13:00:00,4.013726807,4.301425658,
2022/2/6,14:00:00,4.466607666,4.261241703,
2022/2/6,15:00:00,4.417749023,4.493800013,
2022/2/6,16:00:00,3.987084961,4.751871592,
2022/2/6,17:00:00,2.84105835,4.532932025,
2022/2/6,18:00:00,2.490319824,4.681540922,
2022/2/6,19:00:00,1.800500488,4.468235053,
2022/2/6,20:00:00,1.157281494,4.488682726,
2022/2/6,21:00:00,1.442529297,3.142816277,
2022/2/6,22:00:00,1.244958496,2.323387853,
2022/2/6,23:00:00,1.064019775,2.847601233,
2022/2/7,0:00:00,0.420831299,2.88616737,
2022/2/7,1:00:00,0.325921631,3.311029732,
2022/2/7,2:00:00,-0.104742432,4.122058687,
2022/2/7,3:00:00,0.063409424,3.592543286,
2022/2/7,4:00:00,0.32479248,3.019992651,
2022/2/7,5:00:00,0.53069458,2.14265002,
2022/2/7,6:00:00,0.732720947,1.731080648,
2022/2/7,7:00:00,0.999658203,2.39956745,
2022/2/7,8:00:00,1.204431152,2.524077628,
2022/2/7,9:00:00,2.164544678,2.3770167,
2022/2/7,10:00:00,2.489221191,2.338618505,
2022/2/7,11:00:00,2.622399902,1.915020533,
2022/2/7,12:00:00,2.912103271,2.634444797,
2022/2/7,13:00:00,3.144647217,2.065069903,
2022/2/7,14:00:00,3.350549316,1.242503436,
2022/2/7,15:00:00,3.352197266,1.144115428,
2022/2/7,16:00:00,3.390496826,1.021252724,
2022/2/7,17:00:00,2.420404053,1.520523208,
2022/2/7,18:00:00,1.950891113,1.868112663,
2022/2/7,19:00:00,1.672845459,1.906312725,
2022/2/7,20:00:00,1.782739258,1.588768305,
2022/2/7,21:00:00,1.33928833,0.55711017,
2022/2/7,22:00:00,1.289361572,0.362265695,
2022/2/7,23:00:00,1.74276123,1.353533514,
2022/2/8,0:00:00,1.731103516,2.337506599,
2022/2/8,1:00:00,1.521875,3.429392034,
2022/2/8,2:00:00,1.453637695,3.655670454,
2022/2/8,3:00:00,0.995202637,3.211880272,
2022/2/8,4:00:00,0.818170166,2.750064855,
2022/2/8,5:00:00,0.739373779,2.920482644,
2022/2/8,6:00:00,0.525720215,2.908847287,
2022/2/8,7:00:00,0.832055664,2.966570542,
2022/2/8,8:00:00,1.025750732,2.661151266,
2022/2/8,9:00:00,2.976495361,2.127183895,
2022/2/8,10:00:00,3.666864014,1.421657875,
2022/2/8,11:00:00,4.279016113,1.521570539,
2022/2/8,12:00:00,5.067071533,2.007640094,
2022/2/8,13:00:00,5.441125488,2.275942761,
2022/2/8,14:00:00,5.585992432,2.536177815,
2022/2/8,15:00:00,5.197503662,2.461699263,
2022/2/8,16:00:00,4.655847168,2.277002145,
2022/2/8,17:00:00,3.463189697,2.878023057,
2022/2/8,18:00:00,3.286706543,2.914649434,
2022/2/8,19:00:00,3.467645264,3.361589775,
2022/2/8,20:00:00,3.718499756,3.971267751,
2022/2/8,21:00:00,3.479302979,3.917627547,
2022/2/8,22:00:00,3.28560791,3.652613949,
2022/2/8,23:00:00,3.112451172,3.704786189,
2022/2/9,0:00:00,2.741174316,2.842922977,
2022/2/9,1:00:00,2.442041016,2.17158943,
2022/2/9,2:00:00,2.260552979,2.083710204,
2022/2/9,3:00:00,2.225610352,2.281729184,
2022/2/9,4:00:00,2.376000977,1.972319365,
2022/2/9,5:00:00,1.854333496,1.664073049,
2022/2/9,6:00:00,2.050775146,1.668854627,
2022/2/9,7:00:00,2.780023193,2.292334903,
2022/2/9,8:00:00,3.271173096,2.609483441,
2022/2/9,9:00:00,5.067071533,2.913478646,
2022/2/9,10:00:00,5.327355957,3.469660247,
2022/2/9,11:00:00,5.463891602,4.045518615,
2022/2/9,12:00:00,5.780236816,4.536274538,
2022/2/9,13:00:00,5.79909668,4.898012837,
2022/2/9,14:00:00,5.627038574,5.013393337,
2022/2/9,15:00:00,5.124810791,5.085032466,
2022/2/9,16:00:00,4.952752686,5.277102759,
2022/2/9,17:00:00,4.111962891,4.76804026,
2022/2/9,18:00:00,4.095880127,4.630655782,
2022/2/9,19:00:00,4.07644043,4.730132905,
2022/2/9,20:00:00,4.079217529,4.8217977,
2022/2/9,21:00:00,3.757348633,4.769520316,
2022/2/9,22:00:00,3.726800537,4.944516083,
2022/2/9,23:00:00,3.823937988,4.912486168,
2022/2/10,0:00:00,3.38717041,4.774552554,
2022/2/10,1:00:00,3.121331787,4.521714091,
2022/2/10,2:00:00,2.753381348,4.270472277,
2022/2/10,3:00:00,2.297753906,4.188099997,
2022/2/10,4:00:00,2.064111328,4.26272825,
2022/2/10,5:00:00,2.120141602,3.853636883,
2022/2/10,6:00:00,1.823236084,3.864879389,
2022/2/10,7:00:00,1.857110596,3.612087819,
2022/2/10,8:00:00,2.385430908,3.181699423,
2022/2/10,9:00:00,3.519799805,2.652446343,
2022/2/10,10:00:00,5.522729492,1.988745981,
2022/2/10,11:00:00,6.028314209,1.71448003,
2022/2/10,12:00:00,6.60769043,2.139139032,
2022/2/10,13:00:00,6.609368896,3.335316824,
2022/2/10,14:00:00,6.533319092,4.200621983,
2022/2/10,15:00:00,6.147607422,4.304629359,
2022/2/10,16:00:00,5.760797119,4.597861197,
2022/2/10,17:00:00,4.90557251,3.596718438,
2022/2/10,18:00:00,4.978295898,3.439212569,
2022/2/10,19:00:00,4.92723999,3.253967878,
2022/2/10,20:00:00,5.032128906,3.532565095,
2022/2/10,21:00:00,4.767938232,3.585387094,
2022/2/10,22:00:00,4.699700928,3.362473334,
2022/2/10,23:00:00,4.660272217,3.276806289,
2022/2/11,0:00:00,4.191339111,3.413084349,
2022/2/11,1:00:00,4.07479248,3.387942908,
2022/2/11,2:00:00,3.852807617,3.137520876,
2022/2/11,3:00:00,3.283380127,2.811134095,
2022/2/11,4:00:00,3.064172363,2.387193218,
2022/2/11,5:00:00,2.798883057,0.924736008,
2022/2/11,6:00:00,2.664025879,0.447809725,
2022/2/11,7:00:00,3.151849365,0.796961701,
2022/2/11,8:00:00,3.633569336,0.660766634,
2022/2/11,9:00:00,5.537133789,0.140906819,
2022/2/11,10:00:00,5.998895264,0.372462955,
2022/2/11,11:00:00,6.334649658,1.288255333,
2022/2/11,12:00:00,6.747003174,1.952122877,
2022/2/11,13:00:00,6.763635254,2.656338949,
2022/2/11,14:00:00,6.561090088,3.129415713,
2022/2/11,15:00:00,6.098779297,3.043476043,
2022/2/11,16:00:00,5.780236816,2.86691904,
2022/2/11,17:00:00,4.931115723,2.13041028,
2022/2/11,18:00:00,4.805688477,1.758489399,
2022/2/11,19:00:00,4.80123291,1.868388841,
2022/2/11,20:00:00,4.985498047,2.074285694,
2022/2/11,21:00:00,4.866174316,1.361095071,
2022/2/11,22:00:00,4.678582764,0.346082363,
2022/2/11,23:00:00,5.059320068,1.818798403,
2022/2/12,0:00:00,4.1574646,2.253590678,
2022/2/12,1:00:00,3.988763428,2.310212188,
2022/2/12,2:00:00,3.857232666,2.050072485,
2022/2/12,3:00:00,3.435449219,2.082414977,
2022/2/12,4:00:00,3.418786621,2.346971645,
2022/2/12,5:00:00,3.305596924,2.227633397,
2022/2/12,6:00:00,2.627404785,2.370835519,
2022/2/12,7:00:00,1.963647461,2.691885113,
2022/2/12,8:00:00,2.099053955,2.765473485,
2022/2/12,9:00:00,3.558648682,2.734055386,
2022/2/12,10:00:00,4.226831055,2.633918269,
2022/2/12,11:00:00,4.832879639,2.870025323,
2022/2/12,12:00:00,5.603753662,3.276134503,
2022/2/12,13:00:00,5.790216064,3.688372514,
2022/2/12,14:00:00,5.760797119,3.882823802,
2022/2/12,15:00:00,5.2690979,3.698980895,
2022/2/12,16:00:00,5.118127441,3.152068353,
2022/2/12,17:00:00,4.607019043,3.126140385,
2022/2/12,18:00:00,4.605340576,2.758063122,
2022/2/12,19:00:00,4.645288086,2.175042007,
2022/2/12,20:00:00,4.721337891,1.669076544,
2022/2/12,21:00:00,4.368920898,1.011372711,
2022/2/12,22:00:00,4.424981689,0.909505253,
2022/2/12,23:00:00,4.762384033,1.525680537,
2022/2/13,0:00:00,4.407220459,1.985118367,
2022/2/13,1:00:00,4.045922852,2.588477368,
2022/2/13,2:00:00,3.169610596,3.278326086,
2022/2/13,3:00:00,2.984246826,4.084955377,
2022/2/13,4:00:00,2.975366211,4.65985431,
2022/2/13,5:00:00,3.32668457,3.826888569,
2022/2/13,6:00:00,3.335565186,3.615240947,
2022/2/13,7:00:00,3.219018555,3.848521057,
2022/2/13,8:00:00,3.273400879,4.617436746,
2022/2/13,9:00:00,4.186334229,4.07557105,
2022/2/13,10:00:00,4.272912598,3.93556708,
2022/2/13,11:00:00,4.258477783,4.460437404,
2022/2/13,12:00:00,4.585900879,4.343901852,
2022/2/13,13:00:00,4.663598633,4.441472656,
2022/2/13,14:00:00,4.649194336,3.511673016,
2022/2/13,15:00:00,4.494897461,3.340469849,
2022/2/13,16:00:00,4.365045166,3.504355447,
2022/2/13,17:00:00,4.098657227,3.857907,
2022/2/13,18:00:00,4.280114746,4.703134483,
2022/2/13,19:00:00,4.509332275,5.091767265,
2022/2/13,20:00:00,4.522637939,4.463539071,
2022/2/13,21:00:00,4.498223877,4.153350074,
2022/2/13,22:00:00,4.516534424,4.429888202,
2022/2/13,23:00:00,4.627526855,4.313328545,
2022/2/14,0:00:00,4.519311523,4.377785876,
2022/2/14,1:00:00,4.38112793,4.51593783,
2022/2/14,2:00:00,4.245721436,4.792805492,
2022/2/14,3:00:00,4.294549561,5.24298128,
2022/2/14,4:00:00,4.231286621,5.728591337,
2022/2/14,5:00:00,3.005334473,6.451720342,
2022/2/14,6:00:00,2.207849121,6.995232371,
2022/2/14,7:00:00,1.901483154,7.412489431,
2022/2/14,8:00:00,1.659509277,8.078608291,
2022/2/14,9:00:00,1.865411377,8.1544897,
2022/2/14,10:00:00,1.954766846,8.01942074,
2022/2/14,11:00:00,2.097955322,8.200967711,
2022/2/14,12:00:00,2.169000244,8.717539494,
2022/2/14,13:00:00,2.061334229,8.734366387,
2022/2/14,14:00:00,1.895959473,8.844630646,
2022/2/14,15:00:00,1.188897705,8.850603614,
2022/2/14,16:00:00,0.771569824,8.629843183,
2022/2/14,17:00:00,-0.172460937,8.721458894,
2022/2/14,18:00:00,-0.708563232,8.724364737,
2022/2/14,19:00:00,-1.299597168,8.680861213,
2022/2/14,20:00:00,-1.679205322,8.215396708,
2022/2/14,21:00:00,-2.159277344,8.028242909,
2022/2/14,22:00:00,-2.498358154,7.946032455,
2022/2/14,23:00:00,-2.60324707,7.655052899,
2022/2/15,0:00:00,-2.761419678,7.151231056,
2022/2/15,1:00:00,-2.940679932,6.793536616,
2022/2/15,2:00:00,-2.953436279,6.61825625,
2022/2/15,3:00:00,-3.15100708,6.000245604,
2022/2/15,4:00:00,-3.108831787,5.409971735,
2022/2/15,5:00:00,-3.471228027,5.823279049,
2022/2/15,6:00:00,-3.587774658,5.184530574,
2022/2/15,7:00:00,-3.463476562,4.247523865,
2022/2/15,8:00:00,-3.249243164,3.283528114,
2022/2/15,9:00:00,-2.538305664,2.37877678,
2022/2/15,10:00:00,-2.228094482,1.836684636,
2022/2/15,11:00:00,-1.8168396,1.84803311,
2022/2/15,12:00:00,-1.037115479,2.127482776,
2022/2/15,13:00:00,-0.438848877,1.674001903,
2022/2/15,14:00:00,0.162194824,1.026405846,
2022/2/15,15:00:00,0.596185303,1.461613356,
2022/2/15,16:00:00,0.966363525,2.002289843,
2022/2/15,17:00:00,-0.113623047,2.277199924,
2022/2/15,18:00:00,-0.45770874,2.24090427,
2022/2/15,19:00:00,-0.466040039,2.239679098,
2022/2/15,20:00:00,-0.811773682,2.896205841,
2022/2/15,21:00:00,-1.151434326,3.796374425,
2022/2/15,22:00:00,-1.448339844,4.527443544,
2022/2/15,23:00:00,-1.688635254,5.428119549,
2022/2/16,0:00:00,-1.99664917,6.115860251,
2022/2/16,1:00:00,-2.157049561,6.302422868,
2022/2/16,2:00:00,-2.337957764,6.243120555,
2022/2/16,3:00:00,-2.66651001,6.246591161,
2022/2/16,4:00:00,-2.953436279,6.346212832,
2022/2/16,5:00:00,-3.341925049,6.891098922,
2022/2/16,6:00:00,-3.586126709,6.559539367,
2022/2/16,7:00:00,-3.599981689,6.143806585,
2022/2/16,8:00:00,-3.41739502,5.985993878,
2022/2/16,9:00:00,-2.490026855,5.606012269,
2022/2/16,10:00:00,-1.899542236,4.932042016,
2022/2/16,11:00:00,-1.213598633,4.448270166,
2022/2/16,12:00:00,-0.110845947,4.836704391,
2022/2/16,13:00:00,0.571221924,6.052924864,
2022/2/16,14:00:00,1.05513916,7.614265978,
2022/2/16,15:00:00,0.642816162,8.582131755,
2022/2/16,16:00:00,-0.03092041,8.889864965,
2022/2/16,17:00:00,-1.521612549,8.383950947,
2022/2/16,18:00:00,-2.279150391,8.176323748,
2022/2/16,19:00:00,-2.821356201,8.692763589,
2022/2/16,20:00:00,-3.213720703,8.832694117,
2022/2/16,21:00:00,-3.612768555,8.332627791,
2022/2/16,22:00:00,-3.69989624,8.092318336,
2022/2/16,23:00:00,-3.755377197,8.154850141,
2022/2/17,0:00:00,-3.965155029,8.074670907,
2022/2/17,1:00:00,-3.895239258,7.703855495,
2022/2/17,2:00:00,-3.769812012,7.5719775,
2022/2/17,3:00:00,-3.566137695,8.148744181,
2022/2/17,4:00:00,-3.526190186,8.317918379,
2022/2/17,5:00:00,-3.521734619,7.398529335,
2022/2/17,6:00:00,-3.47901001,7.369900362,
2022/2/17,7:00:00,-3.429602051,7.293548752,
2022/2/17,8:00:00,-3.252020264,7.411912762,
2022/2/17,9:00:00,-2.46729126,6.989322006,
2022/2/17,10:00:00,-2.272497559,5.91942741,
2022/2/17,11:00:00,-1.970587158,5.052096779,
2022/2/17,12:00:00,-1.445013428,4.346690699,
2022/2/17,13:00:00,-1.181951904,4.299818773,
2022/2/17,14:00:00,-0.918890381,4.331735269,
2022/2/17,15:00:00,-0.953863525,4.167891579,
2022/2/17,16:00:00,-0.908911133,3.776088154,
2022/2/17,17:00:00,-1.314581299,3.308599464,
2022/2/17,18:00:00,-1.218023682,3.350010199,
2022/2/17,19:00:00,-1.157537842,3.218726083,
2022/2/17,20:00:00,-1.100927734,2.855880904,
2022/2/17,21:00:00,-0.624212646,2.214026954,
2022/2/17,22:00:00,-0.625860596,2.21246471,
2022/2/17,23:00:00,-0.573706055,2.361245688,
2022/2/18,0:00:00,-0.57980957,2.094776563,
2022/2/18,1:00:00,-0.449377441,1.646213937,
2022/2/18,2:00:00,-0.590917969,1.821581378,
2022/2/18,3:00:00,-1.336248779,1.49687413,
2022/2/18,4:00:00,-1.235235596,1.042163834,
2022/2/18,5:00:00,-0.861181641,0.138072738,
2022/2/18,6:00:00,-1.02322998,1.028755313,
2022/2/18,7:00:00,-0.286779785,1.504607709,
2022/2/18,8:00:00,0.096704102,1.958468137,
2022/2/18,9:00:00,1.15670166,2.136789217,
2022/2/18,10:00:00,1.305444336,2.100257249,
2022/2/18,11:00:00,1.42421875,2.196796064,
2022/2/18,12:00:00,1.706140137,2.757681622,
2022/2/18,13:00:00,1.630670166,2.291585961,
2022/2/18,14:00:00,1.756646729,0.760148272,
2022/2/18,15:00:00,1.591821289,1.220105654,
2022/2/18,16:00:00,1.591821289,1.339256128,
2022/2/18,17:00:00,1.695031738,0.704233203,
2022/2/18,18:00:00,1.825463867,0.790064921,
2022/2/18,19:00:00,1.966973877,0.796208185,
2022/2/18,20:00:00,1.450311279,1.873420279,
2022/2/18,21:00:00,1.367059326,3.859134181,
2022/2/18,22:00:00,1.241082764,5.109294444,
2022/2/18,23:00:00,0.941949463,6.076659083,
2022/2/19,0:00:00,0.566766357,6.684098451,
2022/2/19,1:00:00,0.367547607,6.678388184,
2022/2/19,2:00:00,0.199945068,7.236202377,
2022/2/19,3:00:00,0.02401123,8.042385963,
2022/2/19,4:00:00,-0.060339355,8.433613966,
2022/2/19,5:00:00,-0.046484375,9.23285097,
2022/2/19,6:00:00,-0.179663086,9.487560577,
2022/2/19,7:00:00,-0.272894287,9.851940365,
2022/2/19,8:00:00,-0.296759033,9.55054889,
2022/2/19,9:00:00,0.151086426,8.989358173,
2022/2/19,10:00:00,0.259881592,9.130747944,
2022/2/19,11:00:00,0.299279785,10.0438417,
2022/2/19,12:00:00,0.376977539,10.40305435,
2022/2/19,13:00:00,0.26708374,10.49728693,
2022/2/19,14:00:00,0.131677246,10.36189091,
2022/2/19,15:00:00,-0.296759033,10.26240163,
2022/2/19,16:00:00,-0.709112549,10.25544373,
2022/2/19,17:00:00,-1.758581543,9.663731982,
2022/2/19,18:00:00,-2.219213867,10.42648395,
2022/2/19,19:00:00,-2.279150391,10.09586134,
2022/2/19,20:00:00,-2.159277344,9.160385577,
2022/2/19,21:00:00,-2.4262146,7.646081199,
2022/2/19,22:00:00,-2.430639648,6.677023233,
2022/2/19,23:00:00,-2.358496094,6.823297351,
2022/2/20,0:00:00,-2.380712891,6.950431372,
2022/2/20,1:00:00,-2.344091797,6.961445356,
2022/2/20,2:00:00,-2.3190979,7.149553097,
2022/2/20,3:00:00,-2.311895752,7.515948533,
2022/2/20,4:00:00,-2.264715576,7.880479624,
2022/2/20,5:00:00,-2.385137939,7.981248349,
2022/2/20,6:00:00,-2.358496094,7.368822878,
2022/2/20,7:00:00,-2.306341553,6.926776141,
2022/2/20,8:00:00,-1.909521484,5.888036295,
2022/2/20,9:00:00,-0.347814941,4.97818192,
2022/2/20,10:00:00,0.282617188,4.867744683,
2022/2/20,11:00:00,0.950250244,5.282287556,
2022/2/20,12:00:00,2.016381836,5.242433282,
2022/2/20,13:00:00,2.575799561,5.003626026,
2022/2/20,14:00:00,3.003686523,4.791208951,
2022/2/20,15:00:00,3.283380127,4.301007624,
2022/2/20,16:00:00,3.412683105,3.686353922,
2022/2/20,17:00:00,3.02199707,2.315373189,
2022/2/20,18:00:00,2.572473145,3.424277422,
2022/2/20,19:00:00,2.721185303,4.131617567,
2022/2/20,20:00:00,2.691766357,4.814681256,
2022/2/20,21:00:00,2.351037598,5.176354751,
2022/2/20,22:00:00,1.834893799,5.291289841,
2022/2/20,23:00:00,1.298242188,5.361791758,
2022/2/21,0:00:00,0.813195801,5.355225611,
2022/2/21,1:00:00,0.707727051,5.46416046,
2022/2/21,2:00:00,0.511834717,5.337056516,
2022/2/21,3:00:00,0.477410889,4.663110321,
2022/2/21,4:00:00,0.455224609,4.081596955,
2022/2/21,5:00:00,0.580102539,4.188856377,
2022/2/21,6:00:00,0.6184021,4.066972523,
2022/2/21,7:00:00,0.5168396,5.158747115,
2022/2/21,8:00:00,0.659997559,5.050610539,
2022/2/21,9:00:00,2.130151367,4.168136967,
2022/2/21,10:00:00,2.837731934,3.685698636,
2022/2/21,11:00:00,3.402703857,3.181029866,
2022/2/21,12:00:00,4.220727539,2.457972146,
2022/2/21,13:00:00,4.585351563,1.817933958,
2022/2/21,14:00:00,4.856744385,1.132624025,
2022/2/21,15:00:00,4.700250244,0.812881423,
2022/2/21,16:00:00,4.513208008,1.503782722,
2022/2/21,17:00:00,3.539788818,2.203108783,
2022/2/21,18:00:00,2.786126709,4.678355185,
2022/2/21,19:00:00,1.710015869,6.014787004,
2022/2/21,20:00:00,0.963586426,6.483923775,
2022/2/21,21:00:00,0.248773193,6.638035644,
2022/2/21,22:00:00,-0.124731445,6.183064501,
2022/2/21,23:00:00,-0.39887085,5.760332749,
2022/2/22,0:00:00,-0.675817871,5.032780328,
2022/2/22,1:00:00,-0.155249023,3.681802945,
2022/2/22,2:00:00,-0.336737061,2.497172723,
2022/2/22,3:00:00,-0.976599121,2.045662905,
2022/2/22,4:00:00,-1.083166504,2.079062691,
2022/2/22,5:00:00,-0.412207031,2.725936453,
2022/2/22,6:00:00,-0.654180908,3.351080403,
2022/2/22,7:00:00,-0.592016602,5.220369872,
2022/2/22,8:00:00,-0.245703125,6.657710794,
2022/2/22,9:00:00,1.037957764,6.809289272,
2022/2/22,10:00:00,1.710015869,6.407090839,
2022/2/22,11:00:00,2.303857422,5.904970773,
2022/2/22,12:00:00,2.835534668,6.098184096,
2022/2/22,13:00:00,3.102471924,6.990298928,
2022/2/22,14:00:00,3.114129639,7.624926921,
2022/2/22,15:00:00,2.558587646,8.079956354,
2022/2/22,16:00:00,1.961999512,8.561773274,
2022/2/22,17:00:00,0.398065186,8.187569697,
2022/2/22,18:00:00,-0.525976562,8.526270284,
2022/2/22,19:00:00,-1.281866455,8.873986197,
2022/2/22,20:00:00,-1.680883789,8.851532261,
2022/2/22,21:00:00,-2.230871582,8.142483306,
2022/2/22,22:00:00,-2.46060791,8.067481348,
2022/2/22,23:00:00,-2.611029053,7.169081067,
2022/2/23,0:00:00,-2.961767578,6.87571878,
2022/2/23,1:00:00,-3.013372803,6.702318458,
2022/2/23,2:00:00,-3.033911133,6.050166901,
2022/2/23,3:00:00,-3.315283203,5.522781078,
2022/2/23,4:00:00,-3.327490234,4.73113724,
2022/2/23,5:00:00,-2.609350586,3.440977833,
2022/2/23,6:00:00,-2.494482422,2.904234133,
2022/2/23,7:00:00,-2.346838379,2.617163615,
2022/2/23,8:00:00,-2.007757568,2.08016092,
2022/2/23,9:00:00,-0.769598389,1.952106887,
2022/2/23,10:00:00,-0.429968262,1.545436768,
2022/2/23,11:00:00,-0.0925354,1.086822952,
2022/2/23,12:00:00,0.5168396,1.229042251,
2022/2/23,13:00:00,0.811517334,1.9175652,
2022/2/23,14:00:00,1.079003906,2.73915271,
2022/2/23,15:00:00,1.237176514,3.609094512,
2022/2/23,16:00:00,1.328210449,4.15296626,
2022/2/23,17:00:00,0.53182373,4.487679748,
2022/2/23,18:00:00,0.690545654,4.953040947,
2022/2/23,19:00:00,0.950250244,5.131392406,
2022/2/23,20:00:00,1.080133057,5.208797172,
2022/2/23,21:00:00,0.851464844,5.374723514,
2022/2/23,22:00:00,1.014642334,5.529477272,
2022/2/23,23:00:00,1.102868652,5.529896351,
2022/2/24,0:00:00,1.166711426,5.637255672,
2022/2/24,1:00:00,1.256616211,5.872054138,
2022/2/24,2:00:00,1.26104126,6.034130054,
2022/2/24,3:00:00,1.080133057,5.801712646,
2022/2/24,4:00:00,1.090661621,5.723980467,
2022/2/24,5:00:00,1.331536865,5.284586773,
2022/2/24,6:00:00,1.209985352,5.683524127,
2022/2/24,7:00:00,1.487481689,6.070675082,
2022/2/24,8:00:00,1.944787598,6.202652792,
2022/2/24,9:00:00,3.806726074,6.124266927,
2022/2/24,10:00:00,4.552056885,6.199962332,
2022/2/24,11:00:00,5.137017822,6.14282921,
2022/2/24,12:00:00,6.115441895,6.147779688,
2022/2/24,13:00:00,6.301904297,6.283114483,
2022/2/24,14:00:00,6.44286499,6.489780361,
2022/2/24,15:00:00,6.352960205,6.599654399,
2022/2/24,16:00:00,6.222528076,6.53493433,
2022/2/24,17:00:00,5.306817627,6.511106007,
2022/2/24,18:00:00,5.247460938,6.420176185,
2022/2/24,19:00:00,5.236352539,6.474150829,
2022/2/24,20:00:00,5.287408447,6.643212176,
2022/2/24,21:00:00,5.083734131,6.989427005,
2022/2/24,22:00:00,5.110925293,7.484659411,
2022/2/24,23:00:00,5.046533203,7.51238997,
2022/2/25,0:00:00,4.710229492,7.377567361,
2022/2/25,1:00:00,4.510980225,7.319133448,
2022/2/25,2:00:00,4.356164551,7.060922539,
2022/2/25,3:00:00,3.961572266,6.682209877,
2022/2/25,4:00:00,3.809503174,6.310044664,
2022/2/25,5:00:00,3.889428711,5.316764608,
2022/2/25,6:00:00,3.785089111,5.172569835,
2022/2/25,7:00:00,4.09697876,5.428271944,
2022/2/25,8:00:00,4.582574463,6.136832962,
2022/2/25,9:00:00,6.505029297,6.548044384,
2022/2/25,10:00:00,6.879083252,7.010311134,
2022/2/25,11:00:00,7.154351807,7.315953427,
2022/2/25,12:00:00,7.634973145,7.896883611,
2022/2/25,13:00:00,7.654931641,8.326071289,
2022/2/25,14:00:00,7.694909668,8.411904825,
2022/2/25,15:00:00,7.64107666,8.465357173,
2022/2/25,16:00:00,7.687677002,8.541632051,
2022/2/25,17:00:00,6.733666992,7.917398647,
